title,authorLN,authorFN,authorID,year,pages,country,repetition,gender,language
God Has Spoken,Packer,James Innell,jpacker,1996,155,GBR,0,1,e
Paul---Apostle with the Heart Set Free,Bruce,Frederick Fyvie,fbruce,1996,475,GBR,0,1,e
Finding the Will of God,Waltke,Bruce,bwaltke,1996,180,USA,0,1,e
Trojan Horse,Faris,Don,dfaris,1996,69,CAN,0,1,e
Blood Ties,Brouwer,Siegmund,sbrouwer,1996,337,USA,0,1,e
Living with Unfulfilled Desires,Trobisch,Walter,wtrobisch,1996,130,AUT,0,1,e
How It Feels When Parents Divorce,Krementz,Jill,jkrementz,1996,117,USA,0,0,e
The Millenial Maze,Grenz,Stanley J.,sgrenz,1996,215,CAN,0,1,e
Familie Gutermut,Schulte,Anton,aschulte,1996,78,BRD,0,1,d
The People Called Quakers,Trueblood,D. Elton,dtrueblood,1996,298,USA,0,1,e
The Meaning of the Millenium,Clouse,Robert G.,rclouse,1996,212,USA,0,1,e
Counseling Adolescent Girls,Davis,Patricia,pdavis,1996,100,USA,0,0,e
Love Is a Feeling to Be Learned,Trobisch,Walter,wtrobisch,1996,22,AUT,0,1,e
Leben und Sterben des Taeuferfuehrers Felix Manz,Krasjewski,Ekkehard,ekrasjewski,1996,156,SUI,0,1,d
Who Are the Brethren and Does It Matter,Rowdon,Harold H.,hrowdon,1996,48,USA,0,1,e
Confessions,Hippo,Augustine of,ahippo,1996,352,ITA,0,1,e
Der erste Lehrer,Aitmatow,Tschingis,taitmatow,1996,96,RUS,0,1,d
Kingdoms in Conflict,Colson,Charles,ccolson,1996,585,USA,0,1,e
The Church,Pannenberg,Wolfhart,wpannenberg,1996,165,BRD,0,1,e
Katechismus der Katholischen Kirche,Kirche,Katholische,kkirche,1996,717,VAT,1,1,d
Jonathan Livingstone Seagull,Bach,Richard,rbach,1996,127,USA,0,1,e
The Christ of the Covenants,Robertson,O. Palmer,orobertson,1996,300,USA,0,1,e
Love Has a Price Tag,Elliot,Elisabeth,eelliot,1996,148,USA,0,0,e
Nine Stories,Salinger,J.D.,jsalinger,1997,198,USA,1,1,e
Eutyphro,Plato,Plato,pplato,1997,21,GRE,0,1,d
Helping Victims of Sexual Abuse,Heitritter and Vought,Lynn and Jeanette,lheitritter,1997,270,USA,0,0,e
Homosexuality and the Politics of Truth,Satinover,Jeffrey,jsatinover,1997,250,USA,0,1,e
Concise Theology,Packer,James Innell,jpacker,1997,267,GBR,0,1,e
Phantastes,MacDonald,George,gmacdonald,1997,185,GBR,0,1,e
A Good Man Is Hard to Find,O Connor,Flannery,fo connor,1997,251,USA,0,0,e
The Priestly Office,Dulles,Avery,adulles,1997,72,USA,0,1,e
The Eyes Are Sunlight,Koers,Shirley,skoers,1997,200,AUS,0,0,e
Jesus---the World s Perfecter,Heim,Karl,kheim,1997,234,BRD,0,1,e
Life on the Edge,Dobson,James,jdobson,1997,284,USA,0,1,e
Christ and Conversion,Torrance,Alan,atorrance,1997,68,GBR,0,1,e
Created in God s Image,Hoekema,Anthony A.,ahoekema,1997,243,USA,0,1,e
Hunger,Hamsun,Knut,khamsun,1997,166,NOR,0,1,d
The Cosmic Trilogy,Lewis,Clives Staples,clewis,1997,753,GBR,0,1,e
Matters of Choice,Gordon,Noah,ngordon,1997,448,USA,0,1,e
Sex Love or Infatuation,Short,ay E.,rshort,1997,169,USA,0,1,e
Sex Dating and Love,Short,ay E.,rshort,1997,141,USA,0,1,e
The Clouds,Aristophanes,Aristophanes,aristophanes,1997,62,GRE,0,1,e
Dead Souls,Gogol,Nikolai,ngogol,1997,383,RUS,0,1,e
A Time to Live a Time to Die,Ash,Beatrice,ash,1997,77,CAN,0,0,e
My Antonia,Cather,Will,wcather,1997,372,USA,0,0,e
Isaiah 40--55,North,Christopher R.,cnorth,1997,150,USA,0,1,e
Aging---The Fulfillment of Life,Nouwen and Gaffney,Henri and Walter J.,hnouwen,1997,157,CAN,0,1,e
Restoring the Pleasure,Penner,Clifford and Joyce,cpenner,1997,344,USA,0,0,e
Christian Priesthood Examined,Hanson,Richard,rhanson,1997,117,GBR,0,1,e
Gift and Mystery,Wojtyla,Karol,kwojtyla,1997,100,POL,0,1,e
The Mind on Fire,Pascal and Houston,Blaise and Jim,bpascal,1997,319,FRA,0,1,e
The Giver,Lowry,Lois,llowry,1997,180,USA,0,0,e
The Intruder,Baer,Judy,jbaer,1997,153,USA,0,0,e
You Are Chosen,Hobbs,Hershel H.,hhobbs,1997,120,USA,0,1,e
Tell Me I m Here,Deveson,Anne,adeveson,1997,261,AUS,0,0,e
The Fullness of Christ,Yoder,John Howard,jyoder,1997,105,USA,0,1,e
The Liberty of Obedience,Elliot,Elisabeth,eelliot,1997,95,USA,0,0,e
Isaiah 1--12 (NICOT),Oswalt,John N.,joswalt,1997,295,USA,0,1,e
How to Keep a Spiritual Journal,Klug,Ronald,rklug,1997,120,USA,0,1,e
Angels and Other Strangers,Paterson,Katherine,kpaterson,1997,118,USA,0,0,e
Is Nothing Sacred,Fortune,Marie,mfortune,1997,171,USA,0,0,e
The Mediation of Christ,Torrance,Thomas Forsyth,ttorrance,1997,108,GBR,0,1,e
A Letter Concerning Toleration,Locke,John,jlocke,1997,52,GBR,0,1,e
Mystery of the Roman Ransom,Winterfeld,Henry,hwinterfeld,1997,186,BRD,1,1,e
Christ the Center,Bonhoeffer,Dietrich,dbonhoeffer,1997,113,BRD,0,1,e
Sexual Ethics,Grenz,Stanley,sgrenz,1997,253,CAN,0,1,e
Love Covenant and Meaning,Mills,Jonathan,mills,1997,126,CAN,0,1,e
Selections from the Essays,Montaigne,Michel de,mmontaigne,1997,261,FRA,0,1,e
As You Wish,Massot-Simpson,Christine,cmassot-simpson,1997,135,CAN,0,0,e
Eros Redeemed,White,John,jwhite,1997,276,CAN,0,1,e
The Legend of the Brotherstone,Miller,Calvin,cmiller,1997,83,USA,0,1,e
What s so Amazing about Grace,Yancey,Philip,pyancey,1997,282,USA,0,1,e
Disappointment with God,Yancey,Philip,pyancey,1997,258,USA,0,1,e
The Twenty-four Days before Christmas,L Engle,Madeleine,mlengle,1997,71,USA,0,0,e
A Jest of God,Laurence,Margaret,mlaurence,1997,246,CAN,0,0,e
Forget Me Not,Everett,Deborah,deverett,1997,176,CAN,0,0,e
Longing for Tenderness,Hauer,Gerhard,ghauer,1997,132,BRD,0,1,e
Once upon a Christmas,Griffin,Emilie,egriffin,1997,86,USA,0,0,e
Marriage and Morals,Russell,Bertrand,brussell,1997,215,GBR,0,1,e
Church Dogmatics (Selection),Barth,Karl,kbarth,1997,260,BRD,0,1,e
The Stone Angel,Laurence,Margaret,mlaurence,1997,308,CAN,0,0,e
The World s Christmas,Wyon,Olive,owyon,1997,128,GBR,0,0,e
The Chamber,Grisham,John,jgrisham,1997,676,USA,0,1,e
The Puritan Family,Morgan,Edmund S.,emorgan,1997,186,USA,0,1,e
Life Together,Bonhoeffer,Dietrich,dbonhoeffer,1997,122,BRD,0,1,e
Where Is God When It Hurts,Yancey,Philip,pyancey,1997,183,USA,0,1,e
The Autobiography of George Muller,Muller,George,gmuller,1997,237,GBR,0,1,e
Between Noon and Three,Capon,Robert Farrar,rcapon,1998,295,USA,0,1,e
The Princess and the Goblin,MacDonald,George,gmacdonald,1998,238,GBR,0,1,e
Roger s Version,Updike,John,jupdike,1998,329,USA,0,1,e
The Moral Quest,Grenz,Stan,sgrenz,1998,302,CAN,0,1,e
Jane Eyre,Bronte,Charlotte,cbronte,1998,433,GBR,0,0,e
Watership Down,Adams,Richard,radams,1998,484,GBR,0,1,e
Run with the Horses,Peterson,Eugene H.,epeterson,1998,203,USA,0,1,e
The Abolition of Man,Lewis,Clives Staples,clewis,1998,55,GBR,0,1,e
Breathing Lessons,Tyler,Anne,atyler,1998,338,USA,0,0,e
The Mystery of Marriage,Mason,Mike,mmason,1998,185,CAN,0,1,e
Betrayal of Trust,Bell,Stan Grenz and Roy,sbell,1998,175,CAN,0,1,e
The Art of Biblical Narrative,Alter,Robert,ralter,1998,189,USA,0,1,e
The Roots of Evil,Geisler,Norman L,ngeisler,1998,83,USA,0,1,e
Rebecca,Maurier,Daphne du,dmaurier,1998,397,GBR,0,0,e
To Know As We Are Known,Palmer,Parker J.,ppalmer,1998,151,USA,0,1,e
Commentary on the Old Testament Ruth,Delitzsch,Franz,fdelitzsch,1998,30,BRD,0,1,e
Malina,Bachmann,Ingeborg,ibachmann,1998,356,AUT,1,0,d
Hebt den Dachbalken hoch Zimmerleute,Salinger,J.D.,salinger,1998,69,USA,1,1,d
Gideon s Torch,Colson and Vaughn,Charles and Ellen,ccolson,1998,551,USA,0,1,e
The Return of the Prodigal Son,Nouwen,Henry J. M.,hnouwen,1998,141,NED,0,1,e
When Love Gets Tough The Nursing Home Dilemma,Manning,Doug,dmanning,1998,101,USA,0,1,e
What are People for,Berry,Wendell,wberry,1998,210,USA,0,1,e
Guide to Sex Singleness and Marriage,Board,C. Stephen,board,1998,130,USA,0,1,e
Bilder von Erloesung Das Markusevangelium,Drewermann,Eugen,edrewermann,1998,676,BRD,0,1,d
Glittering Images,Howatch,Susan,showatch,1998,435,GBR,0,0,e
Abschiedswalzer,Kundera,Milan,mkundera,1998,242,TCH,0,1,d
A Wizard of Earthsea,Guin,Ursula Le,uguin,1998,238,USA,0,0,e
In the Country of Last Things,Auster,Paul,pauster,1998,188,USA,0,1,e
Why Write,Auster,Paul,pauster,1998,43,USA,0,1,e
I Know Why the Caged Bird Sings,Angelou,Maya,mangelou,1998,291,USA,0,0,e
Spiritual Leadership,Sanders,Oswald J.,osanders,1998,158,USA,0,1,e
Verbal Aspect in NT Greek,Fanning,Buist M.,bfanning,1998,422,USA,0,1,e
King Lear,Shakespeare,William,wshakespeare,1998,32,GBR,0,1,e
Till we have faces,Lewis,Clives Staples,clewis,1998,313,GBR,0,1,e
Von der Liebe,Hoeg,Peter,phoeg,1998,252,DEN,0,1,d
Wie kommt das Salz ins Meer,Schwaiger,Brigitte,bschwaiger,1998,121,AUT,0,0,d
The Gospel According to Saint Mark,Hooker,Morna D.,mhooker,1998,398,GBR,0,0,e
The Third Peacock,Capon,Robert Farrar,rcapon,1998,119,USA,0,1,e
Die Wand,Haushofer,Marlen,mhaushofer,1998,235,AUT,0,0,d
The Wounded Healer,Nouwen,Henri J. M.,hnouwen,1998,106,NED,0,1,e
Ansichten eines Clowns,Boell,Heinrich,hboell,1998,416,BRD,0,1,d
A Century of Old Testament Studies,Clements,Ronald E.,rclements,1998,149,GBR,0,1,e
Hand to Mouth,Auster,Paul,pauster,1998,129,USA,0,1,e
Die Zuechtigung,Mitgutsch,Anna,amitgutsch,1998,246,AUT,0,0,d
Childhood Boyhood Youth,Tolstoy,eo,ltolstoy,1998,319,RUS,0,1,e
Der doppelte Boden,Reich-Ranicki and Matt,Marcel and Peter von,mreich-ranicki,1998,223,BRD,0,1,d
Adolf Hitler,Toland,John,jtoland,1998,1257,USA,0,1,e
My Name is Asher Lev,Potok,Chaim,cpotok,1998,350,USA,0,1,e
Out of the Saltshaker,Pippert,Rebecca Manley,rpippert,1998,178,USA,0,0,e
Help for the Small Church Pastor,Brierly,Steve R.,sbrierly,1998,130,USA,0,1,e
Die beiden Freundinnen und der Giftmord,Doeblin,Alfred,adoeblin,1998,91,BRD,0,1,d
Esther,Baldwin,Joyce G.,jbaldwin,1998,126,GBR,0,0,e
Born Again,Colson,Charles,ccolson,1998,347,USA,0,1,e
Diet for a New America,Robbins,John,jrobbins,1998,381,USA,0,1,e
Family Ties that Bind,Richardson,Ronald W.,rrichardson,1998,122,CAN,0,1,e
Between Two Worlds The Art of Preaching in the Twentieth century,Stott,John R.W.,jstott,1998,340,GBR,0,1,e
Elsies Lebenslust,Highsmith,Patricia,phighsmith,1998,358,USA,0,0,d
Ich und Du,Buber,Martin,mbuber,1999,142,AUT,0,1,d
The Trouble with Lemons,Hayes,Daniel,dhayes,1999,187,USA,0,1,e
Mathematisches Denken,Koerner,Thomas William,tkoerner,1999,685,GBR,0,1,d
Abschied von Sidonie,Hackl,Erich,ehackl,1999,128,AUT,0,1,d
41 lustige Raeubergeschichten,Hiel,Ingeborg,ihiel,1999,112,AUT,0,0,d
Die Globalisierungsfalle,Martin and Schumann,Hans-Peter and Harald,hmartin,1999,335,AUT,0,1,d
Die Omama im Apfelbaum,Lobe,Mira,mlobe,1999,111,AUT,0,0,d
Der Fall Maurizius,Wassermann,Jakob,jwassermann,1999,455,BRD,0,1,d
Mein Name sei Gantenbein,Frisch,Max,mfrisch,1999,288,SUI,1,1,d
Die Mystifikationen der Sophie Silber,Frischmuth,Barbara,bfrischmuth,1999,252,AUT,0,0,d
Die natuerliche Gemeindeentwicklung,Schwarz,Christian A.,cschwarz,1999,127,BRD,0,1,d
41 lustige Gespenstergeschichten,Hiel,Ingeborg,ihiel,1999,142,AUT,0,0,d
Like Dew Your Youth,Peterson,Eugene H.,epeterson,1999,117,USA,0,1,e
Das Geheimnis des Puppenspielers,Waluszek,Christian,cwaluszek,1999,253,BRD,0,1,d
Thomas Bernhard,Hoeller,Hans,hhoeller,1999,134,AUT,0,1,d
The Bible,YHWH,YHWH,yyhwh,1999,1143,ISR,1,1,e
Das kleine Pferd,Iversen,Kjeld,kiversen,1999,128,DEN,0,1,d
Das Register,Gstrein,Norbert,ngstrein,1999,300,AUT,0,1,d
Das Geheimnis von Nabelan Kabelan,Teeuwen,Jacques,jteeuwen,1999,248,NED,0,1,d
Essays Reden Vermischte Schriften,Bachmann,ngeborg,ibachmann,1999,367,AUT,0,0,d
Schreckliches Kind,Gstaettner,Egyd,egstaettner,1999,179,AUT,0,1,d
The Calling,Andrew,Brother,bandrew,1999,229,NED,0,1,e
Das letzte Kapitel,Hamsun,Knut,khamsun,1999,525,NOR,1,1,d
Und etliches fiel auf den Fels,Giertz,Bo,bgiertz,1999,274,SWE,0,1,d
Die Aufzeichnungen des Malte Laurids Brigge,Rilke,Rainer Maria,rrilke,1999,350,AUT,1,1,d
Cyrano von Bergerac,Rostand,Edmond,erostand,1999,156,FRA,1,1,d
The Night of Wishes,Ende,Michael,mende,1999,218,BRD,0,1,e
UEber das Altern,Amery,Jean,jamery,1999,132,AUT,0,1,d
I Know This Much Is True,Lamb,Wally,wlamb,1999,897,USA,0,1,e
Wie eine Traene im Ozean,Sperber,Manes,msperber,1999,1034,AUT,0,1,d
Der Kampf um die Barbacane,Habeck,Fritz,fhabeck,1999,269,AUT,0,1,d
A River Runs Through It,Mclean,Norman,nmclean,1999,237,USA,0,1,e
Amerika,Kafka,Franz,fkafka,1999,332,AUT,1,1,d
Die Schrecken des Eises und der Finsternis,Ransmayr,Christoph,cransmayr,1999,275,AUT,0,1,d
Le Morte D Arthur,Malory and Baines,Thomas and Keith,tmalory,1999,507,GBR,0,1,e
Der Zauberberg,Mann,Thomas,tmann,1999,657,BRD,1,1,d
Die Spur des verlorenen Kindes,Schellenbaum,Peter,pschellenbaum,1999,280,SUI,0,1,d
Die Stadt der Blinden,Saramago,Jose,jsaramago,1999,399,POR,0,1,d
A Soldier of the Great War,Helprin,Mark,mhelprin,1999,792,USA,0,1,e
Lena,Recheis,Kaethe,krecheis,1999,303,AUT,0,0,d
The Great Code,Frye,Northrop,nfrye,1999,256,CAN,0,1,e
Nichts Neues im Westen,Remarque,Erich Maria,eremarque,1999,288,BRD,1,1,d
Autobiography,Lisieux,Therese de,tlisieux,1999,224,FRA,0,0,e
Jittoku lacht den Mond an,Baatz,Ursula,ubaatz,1999,121,AUT,0,0,d
Kai und die Liebe zu den Modellen,Frischmuth,Barbara,bfrischmuth,1999,208,AUT,0,0,d
Tortilla Flats,Steinbeck,John,jsteinbeck,1999,277,USA,0,1,e
Anne of Green Gables,Montgomery,Lucy Maud,lmontgomery,1999,309,CAN,0,0,e
Middlemarch,Eliot,George,geliot,1999,682,GBR,0,1,e
Teaching a Stone to Talk,Dillard,Annie,adillard,1999,175,USA,0,0,e
Between Noon and Three,Capon,Robert Farrar,rcapon,1999,295,USA,1,1,e
Texas,Michener,James,jmichener,1999,1322,USA,0,1,e
Lancelot,Percy,Walker,wpercy,1999,279,USA,0,1,e
The Communist Manifesto,Marx and Engels and Taylor,Karl and Friedrich and AJP,kmarx,1999,124,BRD,0,1,e
Selige Zeiten bruechige Welt,Menasse,Robert,menasse,1999,374,AUT,0,1,d
Der gute Mensch von Sezuan,Brecht,Bertold,bbrecht,1999,144,BRD,0,1,d
Writings Selected,Weil,Simone,sweil,2000,143,FRA,0,0,e
Girl Interrupted,Kaysen,Susanna,kaysen,2000,169,USA,0,0,e
Tales of the Hasidim,Buber,Martin,mbuber,2000,342,ISR,0,1,e
Becoming Human,Vanier,Jean,jvanier,2000,163,CAN,0,1,e
The Brothers Karamazov,Dostoevsky,Fyodor,fdostoevsky,2000,913,RUS,0,1,e
Romans,Bruce,F. F.,fbruce,2000,270,GBR,0,1,e
Titus Andronicus,Shakespeare,William,wshakespeare,2000,25,GBR,0,1,e
Mystik und Widerstand,Soelle,Dorothee,dsoelle,2000,370,BRD,0,0,d
Prayer,Balthasar,Hans-Urs von,hbalthasar,2000,311,SUI,0,1,e
Chicago Days Hoboken Nights,Pinkwater,Daniel,pinkwater,2000,0,USA,0,1,e
The One the Three and the Many,Gunton,Colin E.,gunton,2000,231,GBR,0,1,e
Memories Dreams Reflections,Jung,. G.,cjung,2000,0,SUI,0,1,e
A Separate Peace,Knowles,John,jknowles,2000,196,USA,0,1,e
The Epistle to the Romans,Moo,Douglas J.,dmoo,2000,941,USA,0,1,e
Shadow on my Soul,Quinn,Paula,pquinn,2000,188,USA,0,0,e
The Second Foundation,Asimov,Isaac,iasimov,2000,0,USA,0,1,e
Der Roemerbrief,Barth,Karl,kbarth,2000,605,BRD,0,1,d
The Transparent Self,Jourard,Sidney M.,sjourard,2000,155,USA,0,1,e
Bunte Steine,Stifter,Adalbert,astifter,2000,307,AUT,1,1,d
Ivanhoe,Scott,Sir Walter,sscott,2000,497,GBR,0,1,e
The Hound of Heaven,Thompson,Francis,fthompson,2000,26,GBR,0,1,e
The Courage to Be,Tillich,Paul,ptillich,2000,190,USA,0,1,e
The Disappearance of Childhood,Postman,Neil,npostman,2000,153,USA,0,1,e
Jakob von Gunten,Walser,Robert,rwalser,2000,158,SUI,0,1,d
Als das Brot kostbar war,Wessler,Heinrich,hwessler,2000,207,BRD,0,1,d
Die Toten von Reval,Bergengruen,Werner,wbergengruen,2000,208,LIT,0,1,d
The Handmaid s Tale,Atwood,Margaret,matwood,2000,0,CAN,0,0,e
Men are from Earth Women are from Earth,Bradshaw,John,bradshaw,2000,0,USA,0,1,e
Harry Potter and the Sorcerer s Stone,Rowling,J. K.,jrowling,2000,309,GBR,0,0,e
Stages of Faith,Fowler,James T.,jfowler,2000,303,USA,0,1,e
Existentialism from Dostoevsky to Sartre,Kaufmann,Walter,wkaufmann,2000,315,USA,0,1,e
To the Lighthouse,Woolf,Virginia,vwoolf,2000,192,GBR,0,0,e
The Way of the Modern World,Gay,Craig,cgay,2000,313,CAN,0,1,e
Great Expectations,Dickens,Charles,cdickens,2000,0,GBR,0,1,e
A Prayer for Owen Meany,Irving,John,jirving,2000,617,USA,0,1,e
Op-Center,Clancy,Tom,tclancy,2000,0,USA,0,1,e
The Prophet,Gibran,Kahlil,kgibran,2000,124,LEB,0,1,e
Die Psalmen,Bonhoeffer,Dietrich,dbonhoeffer,2000,63,BRD,0,1,d
The Unconsoled,Ishiguro,Kazuo,kishiguro,2000,535,GBR,0,1,e
Weihnachten im Hause Bonhoeffer,Leibholz-Bonhoeffer,Sabine,sleibholz-bonhoeffer,2000,111,BRD,0,0,d
An Anthology,Weil,Simone,sweil,2000,298,FRA,0,0,e
Fear and Trembling,Kierkegaard,Soeren,skierkegaard,2000,147,DEN,0,1,e
Reflections on the Psalms,Lewis,Clive Staples,clewis,2000,115,GBR,0,1,e
The Great Gatsby,Fitzgerald,Francis S.,ffitzgerald,2000,217,USA,0,1,e
A Grief Observed,Lewis,Clive Staples,clewis,2000,151,GBR,0,1,e
Tractatus logico-philosophicus,Wittgenstein,Ludwig,lwittgenstein,2000,115,AUT,0,1,d
Sky,Gault,Connie,cgault,2001,79,CAN,0,0,e
A Wrinkle in Time,l Engle,Madeleine,mlengle,2001,198,USA,0,0,e
The Raging Quiet,Jordan,Sheryl,sjordan,2001,266,USA,0,0,e
Other People s Children,Trollope,Joanna,jtrollope,2001,279,GBR,0,0,e
A Fine Balance,Mistry,Rohinton,rmistry,2001,748,CAN,0,1,e
Oscariana,Wilde,Oscar,owilde,2001,112,GBR,0,1,e
Briefwechsel,Abaelard,Petrus and Heloisa,pabaelard,2001,419,FRA,0,1,d
De Profundis,Wilde,Oscar,owilde,2001,133,GBR,0,1,e
The Devil s Arithmetic,Yolen,Jane,jyolen,2001,170,USA,0,0,e
The Expectant Father,Brott and Ash,Armin A. and Jennifer,abrott,2001,249,USA,0,1,e
Homesick,Vanderhaeghe,Guy,gvanderhaeghe,2001,292,CAN,0,1,e
The Prayer of Jabez,Wilkinson,Bruce,bwilkinson,2001,93,USA,0,1,e
Theology of Hope,Moltmann,Juergen,jmoltmann,2001,338,BRD,0,1,e
Care of the Soul,Moore,Thomas,tmoore,2001,325,USA,0,1,e
The Cloister Walk,Norris,Kathleen,knorris,2001,384,USA,0,0,e
The Bell Jar,Plath,Sylvia,splath,2001,264,USA,0,0,e
Immortality of the Soul or Resurrection of the Dead,Cullmann,Oscar,ocullmann,2001,60,SUI,0,1,e
The Idiot,Dostoevsky,Fyodor,fdostoevsky,2001,578,RUS,0,1,e
The Manticore,Davies,Robertson,rdavies,2001,281,CAN,0,1,e
The Cloud of Unknowing---The Book of Privy Counseling,Johnston (Anonymous),William,wjohnston,2001,188,GBR,0,1,e
A Current View of Client-Centered Therapy,Rogers,Carl R,crogers,2001,231,USA,0,1,e
The Resurrection of the Dead,Barth,Karl,kbarth,2001,223,SUI,0,1,e
Fifth Business,Davies,Robertson,rdavies,2001,273,CAN,0,1,e
The Return of the Prodigal Son,Nouwen,Henri,hnouwen,2001,151,NED,0,1,e
Cognitive Therapy and the Emotional Disorders,Beck,Aaron T,abeck,2001,337,USA,0,1,e
Waiting for Godot,Beckett,Samuel,sbeckett,2001,120,IRL,0,1,e
Harry Potter and the Prisoner of Azkaban,Rowling,Joanne K,jrowling,2001,317,GBR,0,0,e
Introduction to Real Analysis,Stoll,Manfred,mstoll,2001,541,USA,0,1,e
Harry Potter and the Chambers of Secrets,Rowling,Joanne K,jrowling,2001,251,GBR,0,0,e
God s Empowering Presence,Fee,Gordon D,gfee,2001,915,USA,0,1,e
Oscar Wilde,Calloway and Colvin,Stephen and David,scalloway,2001,106,GBR,0,1,e
Fathers and Sons,Turgenev,Ivan,iturgenev,2001,295,RUS,0,1,e
A Way of Being,Rogers,Carl R,crogers,2001,356,USA,0,1,e
Der Schattenbruder,Kruse,Max,mkruse,2001,347,BRD,1,1,d
Orthodoxy,Chesterton,G K,gchesterton,2002,160,GBR,0,1,e
The Noonday Demon,Solomon,Andrew,asolomon,2002,443,USA,0,1,e
Apocalypse,Ellul,Jacques,jellul,2002,255,FRA,0,1,e
Theology of Revelation,Bauckham,Richard,rbauckham,2002,164,GBR,0,1,e
The Mighty Magician,Calderon,Pedro,pcalderon,2002,62,ESP,0,1,e
The Book of Revelation,Beale,G K,gbeale,2002,1157,USA,0,1,e
The Sermon on the Mount,Guelich,Robert A,rguelich,2002,416,USA,0,1,e
Jayber Crow,Berry,Wendell,wberry,2002,363,USA,0,1,e
First Peter,Marshall,I Howard,imarshall,2002,0,GBR,0,1,e
The Book of Lights,Potok,Chaim,cpotok,2002,389,USA,0,1,e
Moses,Buber,Martin,mbuber,2002,202,ISR,0,1,e
The Satanic Mill,Preussler,Otfried,opreussler,2002,252,BRD,1,1,e
Chronicles of Narnia,Lewis,C S,clewis,2002,1316,GBR,1,1,e
Schriften,Bloch,Ernst,ebloch,2002,181,BRD,0,1,d
The Man Who Was Thursday,Chesterton,G K,gchesterton,2002,186,GBR,0,1,e
The Book of Revelation Justice and Judgment,Schuessler-Fiorenza,Elisabeth,eschuessler-fiorenza,2002,236,USA,0,0,e
Cry the Beloved Country,Paton,Alan,apaton,2002,317,RSA,0,1,e
Kristin Lavransdatter The Wreath,Undset,Sigrid,sundset,2002,297,NOR,0,0,e
Inside Out,Crabb,Larry,lcrabb,2002,223,USA,0,1,e
Brief an den Vater,Kafka,Franz,fkafka,2002,19,AUT,0,1,d
First Epistle of Peter,Selwyn,E G,eselwyn,2002,0,GBR,0,1,e
Harry Potter and the Goblet of Fire,Rowling,Joanne K,jrowling,2002,636,GBR,0,0,e
Reversed Thunder,Peterson,Eugene,epeterson,2002,194,USA,0,1,e
The Remains of the Day,Ishiguro,Kazuo,kishiguro,2003,245,GBR,0,1,e
1 and 2 Timothy Titus,Fee,Gordon D.,fee,2003,303,USA,0,1,e
Letters to Paul s Delegates,Johnson,Luke Timothy,ljohnson,2003,254,USA,0,1,e
Alias Grace,Atwood,Margaret,matwood,2003,563,CAN,0,0,e
Real Presences,Steiner,Georg,gsteiner,2003,232,USA,0,1,e
Ludwig Wittgenstein,Monk,Ray,rmonk,2003,586,GBR,0,1,e
A Feminist Companion to Mark,Levine,Amy-Jill,alevine,2003,234,USA,0,0,e
On Death and Dying,Kuebler-Ross,Elisabeth,ekuebler-ross,2003,247,USA,0,0,e
The Gospel According to St Mark,Cranfield,C. E. B.,ccranfield,2003,476,GBR,0,1,e
The New Testament and the People of God,Wright,N. T.,nwright,2003,476,GBR,0,1,e
Let the Reader Understand,Fowler,Robert M.,rfowler,2003,266,USA,0,1,e
Now and Then,Buechner,Frederick,fbuechner,2003,109,USA,0,1,e
The Gospel According to Mark,Hooker,Morna D.,mhooker,2003,398,GBR,1,0,e
Gott als Geheimnis der Welt,Juengel,Eberhard,ejuengel,2003,543,BRD,0,1,d
The Discovery of North America,Lopez,Barry,blopez,2003,58,USA,0,1,e
The Sacred Journey,Buechner,Frederick,fbuechner,2003,112,USA,0,1,e
The Art of Biblical History,Long,V. Philips,vlong,2003,230,GBR,0,1,e
Harry Potter and the Order of the Phoenix,Rowling,J. K.,jrowling,2003,768,GBR,0,0,e
Logical Options,Bell and DeVidi and Solomon,John L. and David and Graham,jbell,2003,260,CAN,0,1,e
In the Skin of a Lion,Ondaatje,Michael,mondaatje,2003,244,CAN,0,1,e
Telling Secrets,Buechner,Frederick,fbuechner,2003,106,USA,0,1,e
Ferdinand de Saussure,Culler,Jonathan,jculler,2003,150,USA,0,1,e
Job and Jonah,Vawter,Bruce,bvawter,2004,117,USA,0,1,e
Oryx and Crake,Atwood,Margaret,matwood,2004,443,CAN,0,0,e
The Text of the Old Testament,Wuerthwein,Ernst,ewuerthwein,2004,237,BRD,0,1,d
Ilias,Homer,Homer,hhomer,2004,565,GRE,0,1,d
She s Come Undone,Lamb,Wally,wlamb,2004,465,USA,0,1,e
Inside Out,Lau,Evelyn,elau,2004,212,CAN,0,0,e
Timbuktu,Auster,Paul,pauster,2004,181,USA,0,1,e
Any Known Blood,Hill,Lawrence,lhill,2004,509,CAN,0,1,e
Spadework,Findley,Timothy,tfindley,2004,520,CAN,0,1,e
2 Samuel,Peterson,Eugene H.,epeterson,2004,131,USA,0,1,e
Texts of Terror,Trible,Phyllis,ptrible,2004,109,USA,0,0,d
Brief an den Vater,Kafka,Franz,fkafka,2005,40,AUT,1,1,d
Der kurze Brief zum langen Abschied,Handke,Peter,phandke,2005,204,AUT,0,1,d
Momo,Ende,Michael,mende,2005,304,BRD,1,1,d
Disappearing Moon Cafe,Lee,Sky,slee,2005,237,CAN,0,1,e
Barney s Version,Richler,Mordecai,mrichler,2005,417,CAN,0,1,e
