ast,sdc,mark
klyi,831972,100.00
klyi,231473,100.00
klyi,235663,100.00
klyi,309884,50.00
klyi,103318,0.00
klyi,984826,0.00
klyi,894296,0.00
klyi,615912,0.00
klyi,205950,100.00
klyi,770344,50.00
klyi,854763,0.00
klyi,952681,50.00
klyi,813247,0.00
klyi,497647,100.00
klyi,414210,100.00
klyi,506431,0.00
klyi,997386,0.00
klyi,847507,0.00
klyi,926764,100.00
klyi,110073,0.00
klyi,403704,100.00
klyi,768035,0.00
klyi,228892,100.00
klyi,856216,0.00
klyi,819090,0.00
klyi,886516,50.00
klyi,458100,0.00
klyi,361829,100.00
klyi,832860,100.00
klyi,712330,100.00
klyi,632663,0.00
klyi,519682,100.00
klyi,726115,100.00
klyi,218526,0.00
klyi,198630,100.00
klyi,677941,100.00
klyi,819667,100.00
klyi,652388,0.00
klyi,311359,0.00
klyi,582730,0.00
klyi,765467,0.00
klyi,197738,0.00
klyi,502927,50.00
klyi,348665,0.00
klyi,946942,100.00
klyi,453513,100.00
klyi,173597,0.00
klyi,982606,0.00
klyi,157077,0.00
klyi,125028,0.00
klyi,690023,100.00
klyi,321480,0.00
klyi,220168,100.00
klyi,955052,0.00
klyi,247735,100.00
klyi,373860,0.00
klyi,246505,100.00
klyi,710498,100.00
klyi,873921,50.00
klyi,236628,100.00
klyi,224207,100.00
klyi,887123,0.00
klyi,215735,0.00
klyi,215266,100.00
klyi,777849,100.00
klyi,992131,50.00
klyi,238040,100.00
klyi,230984,100.00
klyi,905565,50.00
klyi,162417,100.00
klyi,900467,0.00
klyi,311029,0.00
klyi,797934,0.00
klyi,706922,100.00
klyi,225686,0.00
klyi,576406,100.00
klyi,426780,0.00
klyi,833294,100.00
klyi,125507,0.00
klyi,532753,0.00
klyi,334390,0.00
klyi,723821,0.00
klyi,690015,100.00
klyi,377931,100.00
klyi,687911,0.00
klyi,643813,0.00
ktzf,428304,100.00
ktzf,864574,0.00
ktzf,530981,0.00
ktzf,831972,100.00
ktzf,231473,100.00
ktzf,235663,100.00
ktzf,309884,100.00
ktzf,103318,0.00
ktzf,984826,0.00
ktzf,894296,0.00
ktzf,615912,0.00
ktzf,205950,100.00
ktzf,770344,100.00
ktzf,854763,0.00
ktzf,952681,100.00
ktzf,813247,100.00
ktzf,497647,100.00
ktzf,414210,100.00
ktzf,506431,0.00
ktzf,997386,0.00
ktzf,847507,100.00
ktzf,926764,100.00
ktzf,110073,0.00
ktzf,403704,100.00
ktzf,768035,0.00
ktzf,228892,100.00
ktzf,856216,0.00
ktzf,819090,0.00
ktzf,886516,100.00
ktzf,458100,0.00
ktzf,361829,100.00
ktzf,832860,100.00
ktzf,712330,100.00
ktzf,632663,0.00
ktzf,519682,100.00
ktzf,726115,100.00
ktzf,218526,0.00
ktzf,198630,100.00
ktzf,677941,100.00
ktzf,819667,100.00
ktzf,652388,0.00
ktzf,311359,0.00
ktzf,582730,0.00
ktzf,765467,0.00
ktzf,197738,0.00
ktzf,502927,100.00
ktzf,348665,0.00
ktzf,946942,100.00
ktzf,453513,100.00
ktzf,173597,0.00
ktzf,982606,0.00
ktzf,157077,0.00
ktzf,125028,0.00
ktzf,690023,100.00
ktzf,321480,0.00
ktzf,220168,100.00
ktzf,955052,0.00
ktzf,247735,100.00
ktzf,373860,0.00
ktzf,246505,100.00
ktzf,710498,100.00
ktzf,873921,100.00
ktzf,236628,100.00
ktzf,224207,100.00
ktzf,887123,0.00
ktzf,215735,0.00
ktzf,215266,100.00
ktzf,777849,100.00
ktzf,992131,100.00
ktzf,238040,100.00
ktzf,230984,100.00
ktzf,905565,100.00
ktzf,162417,100.00
ktzf,900467,0.00
ktzf,311029,0.00
ktzf,797934,0.00
ktzf,706922,100.00
ktzf,225686,0.00
ktzf,576406,100.00
ktzf,426780,100.00
ktzf,833294,100.00
ktzf,125507,0.00
ktzf,532753,0.00
ktzf,334390,0.00
ktzf,723821,0.00
ktzf,690015,100.00
ktzf,377931,100.00
ktzf,687911,0.00
ktzf,643813,0.00
guri,428304,54
guri,111965,0
guri,864574,0
guri,530981,96
guri,831972,83
guri,231473,89
guri,235663,74
guri,309884,0
guri,103318,0
guri,984826,0
guri,950390,0
guri,894296,0
guri,615912,0
guri,313954,0
guri,205950,91
guri,770344,93
guri,854763,0
guri,952681,57
guri,497647,96
guri,414210,74
guri,506431,96
guri,997386,91
guri,847507,92
guri,926764,74
guri,110073,0
guri,403704,84
guri,228892,84
guri,768035,0
guri,856216,0
guri,819090,0
guri,886516,69
guri,458100,91
guri,361829,90
guri,832860,54
guri,632663,96
guri,519682,46
guri,726115,92
guri,218526,0
guri,198630,90
guri,677941,88
guri,819667,84
guri,311359,0
guri,582730,84
guri,765467,0
guri,197738,0
guri,502927,89
guri,348665,0
guri,946942,83
guri,453513,91
guri,173597,91
guri,982606,0
guri,157077,0
guri,125028,91
guri,690023,91
guri,321480,0
guri,220168,86
guri,955052,0
guri,247735,91
guri,373860,0
guri,246505,91
guri,710498,94
guri,873921,90
guri,236628,85
guri,224207,92
guri,887123,91
guri,215735,84
guri,215266,91
guri,777849,91
guri,992131,78
guri,238040,94
guri,230984,79
guri,905565,90
guri,162417,91
guri,900467,0
guri,311029,0
guri,797934,76
guri,706922,91
guri,225686,0
guri,576406,93
guri,426780,62
guri,833294,71
guri,655011,0
guri,125507,71
guri,532753,93
guri,334390,0
guri,723821,0
guri,690015,60
guri,377931,92
guri,687911,89
guri,643813,79
guri,652388,91
guri,813247,85
guri,712330,94
dybd,316952,81.25
dybd,818730,78.125
dybd,493140,87.5
dybd,317958,100
dybd,702069,87.5
dybd,958889,87.5
dybd,326553,87.5
dybd,996667,87.5
dybd,164378,87.5
dybd,820160,75
dybd,358595,100
dybd,727465,100
dybd,141404,100
dybd,115891,88.75
dybd,710233,56.25
dybd,359549,100
dybd,821577,87.5
dybd,993228,100
dybd,203412,100
dybd,825250,100
blch,326553,90.91
blch,141404,100
blch,821577,90.91
blch,996667,91.5
blch,702069,67.14
blch,958889,92.41
blch,493140,68.64
blch,358595,98.5
blch,710233,93.18
blch,115891,72.73
blch,164378,98.5
blch,818730,71.23
blch,203412,100
blch,993228,97.73
blch,820160,80.32
blch,317958,92.41
blch,359549,64.86
blch,727465,98.5
blch,825250,89.41
blch,316952,95.45
nzqk,779466,0
nzqk,895391,85.17
nzqk,410128,94.44
nzqk,890662,44.44
nzqk,583249,88.89
nzqk,475564,53.72
nzqk,553869,78.72
nzqk,596185,0
nzqk,525608,5.56
nzqk,496200,94.44
nzqk,216620,63.89
nzqk,990845,100
nzqk,386799,94.44
nzqk,429797,0
nzqk,194577,100
nzqk,674967,94.44
nzqk,959720,86.11
nzqk,654974,0
nzqk,183928,0
nzqk,250199,94.44
nzqk,766231,72.22
nzqk,415404,94.44
nzqk,426089,0
nzqk,546614,63.89
nzqk,619768,100
nzqk,656539,0
nzqk,752305,98.89
nzqk,789692,58.33
nzqk,899775,88.89
nzqk,753967,0
nzqk,328514,80.56
nzqk,129525,69.44
nzqk,395572,0
nzqk,340738,27.78
nzqk,694093,83.33
nzqk,608396,77.78
nzqk,393330,80.56
nzqk,751319,88.89
nzqk,976005,0
nzqk,828778,77.78
nzqk,156791,97.22
nzqk,892935,0
nzqk,697919,5.56
nzqk,838363,65.72
nzqk,401345,94.44
nzqk,854086,94.44
nzqk,769651,77.78
nzqk,927175,94.44
nzqk,833845,5.56
nzqk,819087,66.67
nzqk,145948,55.56
nzqk,250631,100
wxop,326553,81.82
wxop,141404,100
wxop,821577,77.27
wxop,996667,89.77
wxop,702069,48.5
wxop,958889,90.91
wxop,493140,81.82
wxop,358595,98.86
wxop,710233,93.95
wxop,115891,77.27
wxop,164378,89.77
wxop,818730,65.14
wxop,203412,95.45
wxop,993228,100
wxop,820160,61.36
wxop,317958,100
wxop,359549,70.09
wxop,727465,90.91
wxop,825250,100
wxop,316952,95.45
bdeq,779466,0
bdeq,895391,85.44
bdeq,410128,73.13
bdeq,890662,16.69
bdeq,583249,63.56
bdeq,475564,59.38
bdeq,553869,22.13
bdeq,596185,0
bdeq,525608,0
bdeq,496200,62
bdeq,216620,6.25
bdeq,990845,76.06
bdeq,386799,85.94
bdeq,429797,0
bdeq,194577,100
bdeq,674967,90.63
bdeq,959720,77.38
bdeq,654974,0
bdeq,183928,0
bdeq,250199,92.19
bdeq,766231,78.13
bdeq,415404,100
bdeq,426089,0
bdeq,546614,60.44
bdeq,619768,90.63
bdeq,656539,12.5
bdeq,752305,93.75
bdeq,789692,69.56
bdeq,899775,100
bdeq,753967,54.69
bdeq,328514,59.88
bdeq,129525,76.56
bdeq,395572,0
bdeq,340738,6.25
bdeq,694093,93.75
bdeq,608396,0
bdeq,393330,66.69
bdeq,751319,75
bdeq,976005,0
bdeq,828778,73.94
bdeq,156791,87.5
bdeq,892935,0
bdeq,697919,18.75
bdeq,838363,49.5
bdeq,401345,77.06
bdeq,854086,82.06
bdeq,769651,75
bdeq,927175,96.88
bdeq,833845,0
bdeq,819087,68.75
bdeq,145948,0
bdeq,250631,90.63
zhte,316952,87.50
zhte,818730,40.91
zhte,493140,27.27
zhte,317958,97.16
zhte,702069,92.05
zhte,958889,100.00
zhte,326553,67.05
zhte,996667,97.73
zhte,164378,68.18
zhte,820160,67.05
zhte,358595,78.41
zhte,727465,84.09
zhte,141404,59.09
zhte,115891,85.23
zhte,710233,93.18
zhte,359549,70.45
zhte,821577,60.23
zhte,993228,45.45
zhte,203412,96.59
zhte,825250,100.00
otbr,789692,58.69
otbr,145948,52.19
otbr,751319,89.19
otbr,596185,0.00
otbr,583249,85.69
otbr,769651,75.19
otbr,426089,64.69
otbr,410128,87.19
otbr,401345,86.19
otbr,250199,97.69
otbr,386799,79.69
otbr,429797,37.69
otbr,674967,72.69
otbr,183928,34.19
otbr,697919,84.69
otbr,854086,80.69
otbr,250631,67.69
otbr,927175,87.69
otbr,833845,46.69
otbr,766231,101.69
otbr,475564,68.69
otbr,553869,56.69
otbr,890662,47.69
otbr,990845,82.69
otbr,415404,103.69
otbr,525608,58.69
otbr,194577,87.69
otbr,654974,72.69
otbr,895391,81.69
otbr,496200,60.69
otbr,340738,54.69
otbr,753967,46.69
otbr,828778,85.69
otbr,779466,0.00
otbr,328514,86.69
otbr,216620,46.69
otbr,608396,0.00
otbr,395572,28.69
otbr,393330,39.69
otbr,752305,80.69
otbr,619768,87.69
otbr,694093,98.69
otbr,976005,25.69
otbr,656539,60.69
otbr,892935,67.69
otbr,819087,68.69
otbr,838363,58.69
otbr,156791,82.69
otbr,546614,94.69
otbr,899775,78.69
otbr,129525,56.69
otbr,959720,68.69
gjwd,789692,78.85
gjwd,145948,100.00
gjwd,751319,100.00
gjwd,596185,30.77
gjwd,583249,100.00
gjwd,769651,94.23
gjwd,426089,28.85
gjwd,410128,92.31
gjwd,401345,98.08
gjwd,250199,98.08
gjwd,386799,90.38
gjwd,429797,82.69
gjwd,674967,100.00
gjwd,183928,94.23
gjwd,697919,90.38
gjwd,854086,100.00
gjwd,250631,98.08
gjwd,927175,98.08
gjwd,833845,92.31
gjwd,766231,100.00
gjwd,475564,76.92
gjwd,553869,98.08
gjwd,890662,100.00
gjwd,990845,100.00
gjwd,415404,100.00
gjwd,525608,94.23
gjwd,194577,100.00
gjwd,654974,94.23
gjwd,895391,98.08
gjwd,496200,100.00
gjwd,340738,88.46
gjwd,753967,84.62
gjwd,828778,100.00
gjwd,779466,50.00
gjwd,328514,96.15
gjwd,216620,96.15
gjwd,608396,84.62
gjwd,395572,92.31
gjwd,393330,100.00
gjwd,752305,92.31
gjwd,619768,100.00
gjwd,694093,100.00
gjwd,976005,57.69
gjwd,656539,100.00
gjwd,892935,100.00
gjwd,819087,90.38
gjwd,838363,96.15
gjwd,156791,100.00
gjwd,546614,92.31
gjwd,899775,84.62
gjwd,129525,100.00
gjwd,959720,96.15
iube,316952,98.84
iube,818730,97.67
iube,493140,100.00
iube,317958,100.00
iube,702069,77.91
iube,958889,100.00
iube,326553,100.00
iube,996667,100.00
iube,164378,100.00
iube,820160,100.00
iube,358595,100.00
iube,727465,93.02
iube,141404,100.00
iube,115891,91.86
iube,710233,98.84
iube,359549,100.00
iube,821577,81.40
iube,993228,100.00
iube,203412,96.51
iube,825250,89.53
lnuo,405842,89.47
lnuo,565077,92.1
lnuo,800442,68.42
lnuo,879792,100.0
lnuo,152307,81.57
lnuo,711297,92.1
lnuo,862416,86.84
lnuo,780100,65.78
lnuo,121092,81.57
lnuo,156946,52.63
lnuo,489583,81.57
lnuo,909872,98.68
lnuo,733576,84.21
lnuo,477445,36.84
lnuo,815851,0.0
lnuo,439062,50.0
lnuo,296690,76.31
lnuo,174597,97.36
lnuo,296277,89.47
lnuo,819137,0.0
lnuo,173968,92.1
lnuo,241250,60.52
lnuo,245594,0.0
viyc,319727,67
viyc,760370,71
viyc,765709,77
viyc,498704,16
viyc,595158,26
viyc,960593,63
viyc,971387,57
viyc,724188,94
viyc,237223,88
viyc,326764,71
viyc,767949,63
viyc,523826,20
viyc,169207,98
viyc,369388,104
viyc,984396,104
viyc,473539,66
viyc,773599,88
viyc,896732,106
viyc,783898,63
viyc,784466,75
viyc,118165,75
viyc,975673,84
viyc,580270,33
viyc,793091,0
viyc,200715,84
viyc,414472,53
viyc,353855,51
viyc,305740,35
viyc,749463,78
viyc,909616,35
viyc,330761,102
viyc,333959,96
viyc,133448,79
viyc,318861,65
viyc,313702,93
viyc,442990,28
viyc,269803,84
viyc,871159,101
viyc,693197,92
viyc,324212,75
viyc,777655,52.93
viyc,707932,67
viyc,685923,57
ppeo,121092,100
ppeo,152307,70
ppeo,156946,98
ppeo,173968,96
ppeo,174597,98.3
ppeo,241250,100
ppeo,245594,70
ppeo,296277,88
ppeo,296690,90
ppeo,405842,100
ppeo,439062,98.3
ppeo,477445,98.3
ppeo,489583,90
ppeo,565077,100
ppeo,711297,100
ppeo,733576,100
ppeo,780100,76.3
ppeo,800442,50
ppeo,815851,0
ppeo,819137,30
ppeo,862416,100
ppeo,879792,88.3
ppeo,909872,100
vhss,121092,100
vhss,152307,79.17
vhss,156946,91.67
vhss,173968,91.67
vhss,174597,83.33
vhss,241250,100
vhss,245594,0
vhss,296277,66.67
vhss,296690,100
vhss,405842,87.5
vhss,439062,100
vhss,477445,100
vhss,489583,83.33
vhss,565077,100
vhss,711297,100
vhss,733576,100
vhss,780100,83.33
vhss,800442,100
vhss,815851,0
vhss,819137,0
vhss,862416,88.92
vhss,879792,100
vhss,909872,100
fach,121092,100
fach,152307,80
fach,156946,93.33
fach,173968,100
fach,174597,100
fach,241250,91.13
fach,245594,0
fach,296277,72.2
fach,296690,100
fach,405842,91.13
fach,439062,100
fach,477445,71.13
fach,489583,66.67
fach,565077,100
fach,711297,88.87
fach,733576,100
fach,780100,61.13
fach,800442,76.67
fach,815851,0
fach,819137,0
fach,862416,93.33
fach,879792,93.33
fach,909872,100
osdc,121092,100
osdc,152307,84.75
osdc,156946,81.25
osdc,173968,90.25
osdc,174597,87.5
osdc,241250,97.25
osdc,245594,0
osdc,296277,80.58
osdc,296690,100
osdc,405842,91.67
osdc,439062,91.67
osdc,477445,35.42
osdc,489583,79.17
osdc,565077,100
osdc,711297,88.92
osdc,733576,100
osdc,780100,50
osdc,800442,91.67
osdc,815851,0
osdc,819137,0
osdc,862416,97.25
osdc,879792,82.67
osdc,909872,100
mlkq,121092,100
mlkq,152307,44.73
mlkq,156946,100
mlkq,173968,100
mlkq,174597,100
mlkq,241250,90.91
mlkq,245594,0
mlkq,296277,75
mlkq,296690,9.09
mlkq,405842,100
mlkq,439062,100
mlkq,477445,0
mlkq,489583,100
mlkq,565077,100
mlkq,711297,100
mlkq,733576,100
mlkq,780100,87.91
mlkq,800442,100
mlkq,815851,0
mlkq,819137,0
mlkq,862416,100
mlkq,879792,100
mlkq,909872,100
gvdl,118165,86.67
gvdl,133448,100
gvdl,169207,100
gvdl,200715,86.67
gvdl,237223,100
gvdl,269803,100
gvdl,305740,86.67
gvdl,313702,93.33
gvdl,318861,93.33
gvdl,319727,100
gvdl,324212,100
gvdl,326764,80
gvdl,330761,93.33
gvdl,333959,100
gvdl,353855,86.67
gvdl,369388,100
gvdl,414472,100
gvdl,442990,80
gvdl,473539,90
gvdl,498704,100
gvdl,523826,73.33
gvdl,580270,60
gvdl,595158,0
gvdl,685923,100
gvdl,693197,100
gvdl,707932,86.67
gvdl,724188,100
gvdl,749463,100
gvdl,760370,86.67
gvdl,765709,100
gvdl,767949,100
gvdl,773599,93.33
gvdl,777655,100
gvdl,783898,0
gvdl,784466,100
gvdl,793091,0
gvdl,871159,86.67
gvdl,896732,100
gvdl,909616,80
gvdl,960593,93.33
gvdl,971387,66.67
gvdl,975673,100
gvdl,984396,100
lsxa,118165,74.38
lsxa,133448,100
lsxa,169207,100
lsxa,200715,84.38
lsxa,237223,98.44
lsxa,269803,75
lsxa,305740,81.25
lsxa,313702,84.38
lsxa,318861,0
lsxa,319727,68.31
lsxa,324212,79.38
lsxa,326764,81.25
lsxa,330761,83.13
lsxa,333959,100
lsxa,353855,71.88
lsxa,369388,0
lsxa,414472,90.63
lsxa,442990,39.69
lsxa,473539,81.25
lsxa,498704,84.38
lsxa,523826,0
lsxa,580270,0
lsxa,595158,40.63
lsxa,685923,100
lsxa,693197,100
lsxa,707932,34.38
lsxa,724188,100
lsxa,749463,82.81
lsxa,760370,84.38
lsxa,765709,88.31
lsxa,767949,91.25
lsxa,773599,88.13
lsxa,777655,90.63
lsxa,783898,0
lsxa,784466,100
lsxa,793091,0
lsxa,871159,91.25
lsxa,896732,100
lsxa,909616,84.38
lsxa,960593,85.94
lsxa,971387,40.63
lsxa,975673,93.75
lsxa,984396,100
lzcs,118165,87.5
lzcs,133448,93.75
lzcs,169207,93.75
lzcs,200715,81.25
lzcs,237223,100
lzcs,269803,86.44
lzcs,305740,87.5
lzcs,313702,0
lzcs,318861,0
lzcs,319727,65.63
lzcs,324212,93.75
lzcs,326764,91.69
lzcs,330761,97.94
lzcs,333959,100
lzcs,353855,89.56
lzcs,369388,85.44
lzcs,414472,89.56
lzcs,442990,81.25
lzcs,473539,95.81
lzcs,498704,78.13
lzcs,523826,0
lzcs,580270,78.13
lzcs,595158,0
lzcs,685923,93.75
lzcs,693197,100
lzcs,707932,56.25
lzcs,724188,97.94
lzcs,749463,95.81
lzcs,760370,68.75
lzcs,765709,93.75
lzcs,767949,100
lzcs,773599,83.31
lzcs,777655,95.81
lzcs,783898,0
lzcs,784466,93.75
lzcs,793091,0
lzcs,871159,89.56
lzcs,896732,100
lzcs,909616,85.44
lzcs,960593,83.31
lzcs,971387,89.56
lzcs,975673,100
lzcs,984396,100
iumb,118165,80.3
iumb,133448,93.18
iumb,169207,96.21
iumb,200715,68.18
iumb,237223,86.36
iumb,269803,86.36
iumb,305740,67.42
iumb,313702,0
iumb,318861,0
iumb,319727,74.24
iumb,324212,89.39
iumb,326764,68.18
iumb,330761,90.15
iumb,333959,96.97
iumb,353855,0
iumb,369388,78.03
iumb,414472,80.3
iumb,442990,73.48
iumb,473539,84.09
iumb,498704,65.15
iumb,523826,0
iumb,580270,72.73
iumb,595158,0
iumb,685923,84.85
iumb,693197,96.97
iumb,707932,33.33
iumb,724188,96.97
iumb,749463,74.24
iumb,760370,59.09
iumb,765709,91.67
iumb,767949,86.36
iumb,773599,55.3
iumb,777655,48.48
iumb,783898,0
iumb,784466,93.94
iumb,793091,0
iumb,871159,92.42
iumb,896732,90.91
iumb,909616,80.3
iumb,960593,87.12
iumb,971387,89.39
iumb,975673,96.21
iumb,984396,100
rapu,118165,0
rapu,133448,97
rapu,169207,90.91
rapu,200715,53
rapu,237223,95.45
rapu,269803,84.09
rapu,305740,59.09
rapu,313702,95.45
rapu,318861,83.36
rapu,319727,97
rapu,324212,100
rapu,326764,0
rapu,330761,86.36
rapu,333959,100
rapu,353855,0
rapu,369388,50
rapu,414472,51.55
rapu,442990,15.18
rapu,473539,92.45
rapu,498704,9.09
rapu,523826,62.09
rapu,580270,0
rapu,595158,0
rapu,685923,100
rapu,693197,90.91
rapu,707932,33.36
rapu,724188,92.45
rapu,749463,90.91
rapu,760370,72.73
rapu,765709,95.45
rapu,767949,53.82
rapu,773599,33.36
rapu,777655,0
rapu,783898,0
rapu,784466,97
rapu,793091,0
rapu,871159,100
rapu,896732,100
rapu,909616,0
rapu,960593,92.45
rapu,971387,64.36
rapu,975673,95.45
rapu,984396,100
tbnq,405842,95
tbnq,565077,95
tbnq,800442,64
tbnq,879792,94
tbnq,152307,66
tbnq,711297,99
tbnq,862416,98
tbnq,780100,100
tbnq,121092,95
tbnq,156946,92
tbnq,489583,97
tbnq,909872,97
tbnq,733576,90
tbnq,477445,91
tbnq,439062,95
tbnq,296690,100
tbnq,174597,97
tbnq,296277,84
tbnq,173968,84
tbnq,241250,100
akbx,319727,96
akbx,760370,69
akbx,498704,80
akbx,971387,51
akbx,724188,57
akbx,237223,98
akbx,326764,96
akbx,767949,57
akbx,169207,100
akbx,369388,68
akbx,984396,99
akbx,473539,90
akbx,896732,54
akbx,118165,60
akbx,975673,85
akbx,580270,36
akbx,200715,93
akbx,305740,92
akbx,909616,94
akbx,333959,100
akbx,871159,48
akbx,707932,67
akbx,765709,95
akbx,595158,27
akbx,960593,88
akbx,523826,50
akbx,773599,79
akbx,783898,96
akbx,784466,81
akbx,414472,99
akbx,353855,73
akbx,749463,97
akbx,330761,82
akbx,133448,100
akbx,318861,85
akbx,313702,53
akbx,442990,82
akbx,269803,95
akbx,693197,88
akbx,324212,77
akbx,777655,69
akbx,685923,62
bxbw,156946,72
bxbw,862416,100
bxbw,711297,88
bxbw,800442,60
bxbw,565077,48
bxbw,296690,62
bxbw,296277,106
bxbw,405842,94
bxbw,121092,100
bxbw,477445,46
bxbw,879792,80
bxbw,780100,42
bxbw,241250,68
bxbw,174597,84
bxbw,439062,52
bxbw,733576,74
bxbw,152307,62
bxbw,909872,98
bxbw,489583,78
bxbw,173968,98
xjuj,319727,63
xjuj,760370,65
xjuj,498704,49
xjuj,971387,68
xjuj,724188,90
xjuj,237223,82
xjuj,326764,46
xjuj,767949,85
xjuj,169207,97
xjuj,369388,81
xjuj,984396,100
xjuj,473539,78
xjuj,896732,94
xjuj,118165,64
xjuj,975673,89
xjuj,580270,42
xjuj,200715,81
xjuj,305740,43
xjuj,909616,31
xjuj,333959,86
xjuj,871159,94
xjuj,707932,55
xjuj,765709,79
xjuj,595158,47
xjuj,960593,57
xjuj,523826,24
xjuj,773599,90
xjuj,783898,55
xjuj,784466,92
xjuj,414472,77
xjuj,353855,55
xjuj,749463,92
xjuj,330761,77
xjuj,133448,85
xjuj,318861,76
xjuj,313702,92
xjuj,442990,42
xjuj,269803,79
xjuj,693197,71
xjuj,324212,92
xjuj,777655,65
xjuj,685923,77
yzdo,121092,100
yzdo,152307,33.33
yzdo,156946,62.5
yzdo,173968,91.67
yzdo,174597,91.67
yzdo,241250,100
yzdo,245594,0
yzdo,296277,83.33
yzdo,296690,100
yzdo,405842,100
yzdo,439062,95.83
yzdo,477445,15.58
yzdo,489583,85
yzdo,565077,100
yzdo,711297,100
yzdo,733576,100
yzdo,780100,0
yzdo,800442,43.08
yzdo,815851,0
yzdo,819137,0
yzdo,862416,91.67
yzdo,879792,100
yzdo,909872,100
nzxf,121092,100
nzxf,152307,56.44
nzxf,156946,98.11
nzxf,173968,94.44
nzxf,174597,90.78
nzxf,241250,100
nzxf,245594,0
nzxf,296277,81.44
nzxf,296690,100
nzxf,405842,79.67
nzxf,439062,100
nzxf,477445,78.67
nzxf,489583,80.56
nzxf,565077,100
nzxf,711297,87
nzxf,733576,100
nzxf,780100,34.22
nzxf,800442,50.89
nzxf,815851,0
nzxf,819137,0
nzxf,862416,96.33
nzxf,879792,91.67
nzxf,909872,100
fwoe,121092,100
fwoe,152307,76.42
fwoe,156946,95.83
fwoe,173968,100
fwoe,174597,91.67
fwoe,241250,95.83
fwoe,245594,0
fwoe,296277,66
fwoe,296690,100
fwoe,405842,97.25
fwoe,439062,100
fwoe,477445,95.83
fwoe,489583,90.25
fwoe,565077,100
fwoe,711297,100
fwoe,733576,100
fwoe,780100,70.58
fwoe,800442,0
fwoe,815851,0
fwoe,819137,0
fwoe,862416,100
fwoe,879792,84.75
fwoe,909872,100
logr,121092,100
logr,152307,86.11
logr,156946,86.11
logr,173968,94.44
logr,174597,94.44
logr,241250,81.44
logr,245594,0
logr,296277,66.67
logr,296690,55.56
logr,405842,94.44
logr,439062,100
logr,477445,66.67
logr,489583,63.89
logr,565077,94.44
logr,711297,100
logr,733576,100
logr,780100,37
logr,800442,55.56
logr,815851,0
logr,819137,0
logr,862416,94.44
logr,879792,83.33
logr,909872,100
jkvk,121092,100
jkvk,152307,28.57
jkvk,156946,50
jkvk,173968,68.86
jkvk,174597,91.64
jkvk,241250,100
jkvk,245594,0
jkvk,296277,58.36
jkvk,296690,100
jkvk,405842,92.86
jkvk,439062,92.86
jkvk,477445,100
jkvk,489583,67.29
jkvk,565077,100
jkvk,711297,78
jkvk,733576,100
jkvk,780100,45.21
jkvk,800442,14.29
jkvk,815851,0
jkvk,819137,0
jkvk,862416,85.71
jkvk,879792,92.86
jkvk,909872,100
vyfi,121092,93.75
vyfi,152307,0
vyfi,156946,52.19
vyfi,173968,97.94
vyfi,174597,96.38
vyfi,241250,0
vyfi,245594,0
vyfi,296277,23.44
vyfi,296690,0
vyfi,405842,97.19
vyfi,439062,93.75
vyfi,477445,68.75
vyfi,489583,61.06
vyfi,565077,98.75
vyfi,711297,86.25
vyfi,733576,97.94
vyfi,780100,48.56
vyfi,800442,12.5
vyfi,815851,0
vyfi,819137,0
vyfi,862416,90.44
vyfi,879792,83.94
vyfi,909872,100
ixkg,118165,84.14
ixkg,133448,85.38
ixkg,169207,92.05
ixkg,200715,77.76
ixkg,237223,90.48
ixkg,269803,88.9
ixkg,305740,55.1
ixkg,313702,0
ixkg,318861,0
ixkg,319727,71.52
ixkg,324212,100
ixkg,326764,67.29
ixkg,330761,95.24
ixkg,333959,96.81
ixkg,353855,51.29
ixkg,369388,42.52
ixkg,414472,66.43
ixkg,442990,96.81
ixkg,473539,63.19
ixkg,498704,57.48
ixkg,523826,71.1
ixkg,580270,63.95
ixkg,595158,0
ixkg,685923,95.24
ixkg,693197,100
ixkg,707932,0
ixkg,724188,96.81
ixkg,749463,92.05
ixkg,760370,53.33
ixkg,765709,96.81
ixkg,767949,94.05
ixkg,773599,54.43
ixkg,777655,74.62
ixkg,783898,0
ixkg,784466,92.86
ixkg,793091,0
ixkg,871159,95.24
ixkg,896732,100
ixkg,909616,55.71
ixkg,960593,78.33
ixkg,971387,46.81
ixkg,975673,92.05
ixkg,984396,99.19
wwfp,118165,56.25
wwfp,133448,100
wwfp,169207,100
wwfp,200715,0
wwfp,237223,90.63
wwfp,269803,96.88
wwfp,305740,75
wwfp,313702,73.94
wwfp,318861,0
wwfp,319727,78.13
wwfp,324212,81.25
wwfp,326764,0
wwfp,330761,84.38
wwfp,333959,100
wwfp,353855,0
wwfp,369388,81.25
wwfp,414472,58.31
wwfp,442990,68.75
wwfp,473539,0
wwfp,498704,0
wwfp,523826,0
wwfp,580270,93.75
wwfp,595158,0
wwfp,685923,81.25
wwfp,693197,100
wwfp,707932,0
wwfp,724188,93.75
wwfp,749463,93.75
wwfp,760370,68.75
wwfp,765709,93.75
wwfp,767949,50
wwfp,773599,81.25
wwfp,777655,37.5
wwfp,783898,0
wwfp,784466,75
wwfp,793091,0
wwfp,871159,84.38
wwfp,896732,81.25
wwfp,909616,28.13
wwfp,960593,95.81
wwfp,971387,50
wwfp,975673,100
wwfp,984396,93.75
ogzl,118165,76.92
ogzl,133448,100
ogzl,169207,100
ogzl,200715,61.54
